ID,Statistical weight (single-year data files),Age of youngest household child < 18,Age,Sex,Educational attainment,Race,Hispanic origin,Metropolitan status,Labor force status,Multiple job status,Full time or part time status,School Enrollment,School Level,Presence of spouse,Spouse¡¯s employment status,Weekly earnings,Number of children < 18 living in the household,Spouse¡¯s full time or part time employment status,Usual weekly hours of work (total),Day of week,Holiday
2.01701E+13,3139331,11,80,Female,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1729345,-1,58,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.04E+07,-1,53,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,3303501,-1,77,Male,11th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,4472444,0,26,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,84000,2,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,5027254,-1,63,Female,Associate degree - occupational/vocational,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Friday,Diary day was not a holiday
2.01701E+13,7029149,12,16,Male,10th grade,1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.79E+07,-1,40,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,61538,0,Full time,40,Wednesday,Diary day was not a holiday
2.01701E+13,3787305,-1,66,Female,Associate degree - academic program,1,Non-Hispanic,Non-metropolitan,Employed - absent,No,Full time,Blank,Blank,Spouse present,Not employed,100000,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,5334927,-1,62,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,-1,0,Part time,40,Saturday,Diary day was not a holiday
2.01701E+13,5187836,-1,54,Female,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,57600,0,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,5.58E+07,-1,22,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Yes,College or university,No spouse or unmarried partner present,Blank,60000,0,Blank,-4,Wednesday,Diary day was not a holiday
2.01701E+13,3247876,5,45,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,250000,2,Full time,40,Saturday,Diary day was not a holiday
2.01701E+13,1619620,10,42,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,No spouse or unmarried partner present,Blank,117307,2,Blank,48,Sunday,Diary day was not a holiday
2.01701E+13,2.99E+07,-1,27,Male,Some college but no degree,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,58080,0,Blank,40,Tuesday,Diary day was not a holiday
2.01701E+13,4668284,-1,85,Female,10th grade,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,4145329,-1,35,Male,11th grade,6,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,30000,0,Blank,40,Saturday,Diary day was not a holiday
2.01701E+13,1.52E+07,4,41,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,60000,2,Hours vary,-4,Monday,Diary day was not a holiday
2.01701E+13,6.15E+07,-1,29,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3044277,14,37,Female,Some college but no degree,4,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,92307,1,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,5646166,17,17,Female,11th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6141309,7,36,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,4,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,1881328,-1,67,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,4258547,-1,70,Female,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,4416991,-1,26,Male,Some college but no degree,1,Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Yes,College or university,Spouse present,Employed,-1,0,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,2.36E+07,-1,43,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,No,Blank,Spouse present,Employed,45500,0,Full time,-4,Friday,Diary day was not a holiday
2.01701E+13,1.73E+07,-1,79,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Not employed,-1,0,Blank,10,Friday,Diary day was not a holiday
2.01701E+13,1.27E+07,-1,26,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,Spouse present,Employed,-1,0,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,2455555,-1,80,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,2.4E+07,-1,23,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Unemployed - looking,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,8409859,17,43,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,160000,1,Full time,45,Saturday,Diary day was not a holiday
2.01701E+13,3507737,-1,67,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,6245933,-1,52,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,211538,0,Part time,60,Saturday,Diary day was not a holiday
2.01701E+13,3.99E+07,-1,47,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,44000,0,Full time,40,Wednesday,Diary day was not a holiday
2.01701E+13,1.45E+07,10,43,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,288461,3,Blank,55,Wednesday,Diary day was not a holiday
2.01701E+13,1.33E+07,15,49,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Employed,34615,2,Full time,32,Friday,Diary day was not a holiday
2.01701E+13,1.3E+07,-1,56,Male,Associate degree - occupational/vocational,1,Non-Hispanic,Metropolitan,Employed - at work,Yes,Full time,Blank,Blank,Spouse present,Employed,115384,0,Part time,-4,Friday,Diary day was not a holiday
2.01701E+13,3604451,6,35,Male,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,68000,1,Full time,40,Sunday,Diary day was not a holiday
2.01701E+13,1.47E+07,17,41,Female,Some college but no degree,3,Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,Spouse present,Not employed,28846,1,Blank,30,Thursday,Diary day was not a holiday
2.01701E+13,6352560,-1,70,Female,Associate degree - occupational/vocational,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Tuesday,Diary day was not a holiday
2.01701E+13,2164121,-1,52,Male,High school graduate - diploma or equivalent (GED),1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,100000,0,Blank,-4,Sunday,Diary day was not a holiday
2.01701E+13,3529162,1,30,Male,9th grade,1,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,72000,3,Part time,50,Saturday,Diary day was not a holiday
2.01701E+13,3106721,16,19,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,College or university,No spouse or unmarried partner present,Blank,-1,2,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,5188760,-1,67,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,7455856,9,18,Female,11th grade,1,Non-Hispanic,Not identified,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,12750,2,Blank,20,Sunday,Diary day was not a holiday
2.01701E+13,1.19E+07,-1,21,Female,Some college but no degree,2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,26000,0,Blank,20,Saturday,Diary day was not a holiday
2.01701E+13,2372255,2,46,Female,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,4,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,1.43E+07,2,37,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,2,Hours vary,-1,Thursday,Diary day was not a holiday
2.01701E+13,3322779,9,41,Female,Some college but no degree,2,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,12272,2,Blank,13,Friday,Diary day was not a holiday
2.01701E+13,9131966,-1,47,Male,"Bachelor's degree (BA, AB, BS, etc.)",4,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,278846,0,Blank,40,Monday,Diary day was not a holiday
2.01701E+13,7352919,-1,77,Female,"Bachelor's degree (BA, AB, BS, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,2763989,4,21,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Full time,No,Blank,Unmarried partner present,Employed,40000,1,Full time,38,Sunday,Diary day was not a holiday
2.01701E+13,3204113,5,33,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Employed - at work,No,Part time,No,Blank,No spouse or unmarried partner present,Blank,8000,3,Blank,8,Tuesday,Diary day was not a holiday
2.01701E+13,1.4E+07,-1,72,Female,10th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,3002934,-1,30,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,6293379,-1,73,Male,Associate degree - academic program,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.07E+07,-1,37,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,3542961,1,28,Female,Some college but no degree,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,Spouse present,Employed,-1,3,Full time,-1,Saturday,Diary day was not a holiday
2.01701E+13,1284262,-1,66,Male,Some college but no degree,2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,7692248,-1,71,Female,11th grade,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1.61E+07,4,24,Female,Some college but no degree,1,Non-Hispanic,Non-metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,3,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,1.7E+07,-1,27,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Monday,Diary day was not a holiday
2.01701E+13,2723691,-1,30,Male,"Bachelor's degree (BA, AB, BS, etc.)",2,Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Not employed,200000,0,Blank,45,Saturday,Diary day was not a holiday
2.01701E+13,5293462,5,31,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - absent,Yes,Full time,No,Blank,Unmarried partner present,Not employed,41800,3,Blank,52,Saturday,Diary day was not a holiday
2.01701E+13,1.69E+07,-1,54,Male,"Bachelor's degree (BA, AB, BS, etc.)",1,Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,Spouse present,Employed,200880,0,Full time,65,Tuesday,Diary day was not a holiday
2.01701E+13,4399904,-1,48,Male,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,No,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,7550870,-1,69,Male,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,No spouse or unmarried partner present,Blank,42875,0,Blank,15,Tuesday,Diary day was not a holiday
2.01701E+13,6664585,4,31,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,Spouse present,Employed,130000,2,Full time,50,Tuesday,Diary day was not a holiday
2.01701E+13,8428620,16,16,Male,10th grade,1,Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,3559715,-1,26,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,92307,0,Blank,40,Sunday,Diary day was not a holiday
2.01701E+13,1998929,-1,54,Female,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,Blank,Blank,No spouse or unmarried partner present,Blank,115384,0,Blank,50,Saturday,Diary day was not a holiday
2.01701E+13,4605906,-1,74,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,No spouse or unmarried partner present,Blank,-1,0,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,3945142,-1,23,Female,High school graduate - diploma or equivalent (GED),1,Non-Hispanic,Metropolitan,Employed - at work,No,Full time,No,Blank,No spouse or unmarried partner present,Blank,60000,0,Blank,35,Saturday,Diary day was not a holiday
2.01701E+13,3502635,-1,71,Male,Some college but no degree,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Saturday,Diary day was not a holiday
2.01701E+13,8364292,13,18,Female,11th grade,1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Thursday,Diary day was not a holiday
2.01701E+13,1.14E+07,-1,69,Male,"Master's degree (MA, MS, MEng, MEd, MSW, etc.)",1,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Blank,Blank,Spouse present,Not employed,-1,0,Blank,-1,Wednesday,Diary day was not a holiday
2.01701E+13,6899993,15,15,Male,10th grade,4,Non-Hispanic,Metropolitan,Not in labor force,Blank,Blank,Yes,High school,No spouse or unmarried partner present,Blank,-1,1,Blank,-1,Sunday,Diary day was not a holiday
2.01701E+13,1948696,1,37,Female,11th grade,1,Hispanic,Metropolitan,Employed - at work,Yes,Part time,No,Blank,No spouse or unmarried partner present,Blank,21400,3,Blank,34,Sunday,Diary day was not a holiday
2.01701E+13,8173524,-1,60,Female,High school graduate - diploma or equivalent (GED),2,Non-Hispanic,Metropolitan,Employed - at work,No,Part time,Blank,Blank,Spouse present,Employed,10000,0,Full time,2,Monday,Diary day was not a holiday
